7.790922164916992188e+00;8.031755089759826660e-01;1.123360900878906250e+02;2.749650478363037109e+00;1.012216806411743164e+00;7.303133010864257812e+00;4.259836578369140625e+01
1.047289562225341797e+01;1.122633218765258789e+00;1.433852996826171875e+02;3.577672481536865234e+00;1.630562067031860352e+00;9.438129425048828125e+00;5.465153121948242188e+01
1.129226589202880859e+01;1.260761141777038574e+00;1.635719909667968750e+02;4.126652240753173828e+00;1.993292212486267090e+00;1.084572124481201172e+01;6.252030563354492188e+01
1.302813339233398438e+01;1.455143570899963379e+00;1.795880279541015625e+02;4.554887771606445312e+00;2.253002643585205078e+00;1.197087383270263672e+01;6.865574645996093750e+01
1.449576473236083984e+01;1.614690303802490234e+00;1.942108764648437500e+02;4.940701961517333984e+00;2.439847707748413086e+00;1.298941421508789062e+01;7.423497009277343750e+01
1.556972026824951172e+01;1.732700347900390625e+00;2.076969604492187500e+02;5.293180465698242188e+00;2.599255800247192383e+00;1.392147064208984375e+01;7.938437652587890625e+01
1.630467033386230469e+01;1.835510492324829102e+00;2.202299194335937500e+02;5.620884418487548828e+00;2.732852220535278320e+00;1.477428245544433594e+01;8.421101379394531250e+01
1.734294319152832031e+01;1.947454452514648438e+00;2.321471557617187500e+02;5.935667991638183594e+00;2.865030527114868164e+00;1.558537292480468750e+01;8.886101531982421875e+01
1.824544525146484375e+01;2.026227474212646484e+00;2.436736450195312500e+02;6.238200664520263672e+00;2.995034217834472656e+00;1.636748695373535156e+01;9.333779907226562500e+01
1.901775932312011719e+01;2.081996202468872070e+00;2.542935028076171875e+02;6.519933223724365234e+00;3.093788146972656250e+00;1.707946586608886719e+01;9.754800415039062500e+01
1.998670959472656250e+01;2.153346776962280273e+00;2.658750305175781250e+02;6.818437099456787109e+00;3.199468612670898438e+00;1.785248565673828125e+01;1.020291748046875000e+02
2.091977310180664062e+01;2.235433578491210938e+00;2.771138000488281250e+02;7.104840755462646484e+00;3.308720588684082031e+00;1.859209632873535156e+01;1.063826751708984375e+02
2.156667900085449219e+01;2.290065526962280273e+00;2.885301818847656250e+02;7.399704456329345703e+00;3.414546489715576172e+00;1.934898185729980469e+01;1.108290252685546875e+02
2.224410629272460938e+01;2.372253656387329102e+00;2.994322509765625000e+02;7.675525665283203125e+00;3.509363651275634766e+00;2.006210708618164062e+01;1.150388793945312500e+02
2.294503593444824219e+01;2.426283597946166992e+00;3.108751831054687500e+02;7.962490558624267578e+00;3.607446670532226562e+00;2.080971908569335938e+01;1.194319152832031250e+02
2.373298454284667969e+01;2.505033493041992188e+00;3.229779968261718750e+02;8.266206741333007812e+00;3.705023050308227539e+00;2.159592056274414062e+01;1.240897979736328125e+02
2.430088424682617188e+01;2.559247016906738281e+00;3.341352844238281250e+02;8.543125152587890625e+00;3.790517807006835938e+00;2.232201957702636719e+01;1.283659667968750000e+02
