1.224051757812500000e+04;1.403417682647705078e+01;4.007051171875000000e+04;2.782285118103027344e+01;1.371721744537353516e+00;7.231313476562500000e+02;1.541837646484375000e+03
1.224811523437500000e+04;1.404467296600341797e+01;4.011586718750000000e+04;2.785744667053222656e+01;1.403605937957763672e+00;7.239502563476562500e+02;1.543753540039062500e+03
1.226167773437500000e+04;1.406270980834960938e+01;4.015938281250000000e+04;2.789044570922851562e+01;1.477924942970275879e+00;7.247355346679687500e+02;1.545581298828125000e+03
1.226382324218750000e+04;1.406990528106689453e+01;4.020359375000000000e+04;2.792378234863281250e+01;1.535711646080017090e+00;7.255336914062500000e+02;1.547427368164062500e+03
1.228832617187500000e+04;1.408831214904785156e+01;4.024855468750000000e+04;2.795774650573730469e+01;1.577739000320434570e+00;7.263454589843750000e+02;1.549307983398437500e+03
1.229449414062500000e+04;1.409434700012207031e+01;4.029546093750000000e+04;2.799358749389648438e+01;1.612284421920776367e+00;7.271924438476562500e+02;1.551292236328125000e+03
1.230930566406250000e+04;1.411612319946289062e+01;4.034630859375000000e+04;2.803239822387695312e+01;1.656641244888305664e+00;7.281109008789062500e+02;1.553440429687500000e+03
1.233451269531250000e+04;1.415167808532714844e+01;4.039342187500000000e+04;2.806873893737792969e+01;1.679884076118469238e+00;7.289617919921875000e+02;1.555451904296875000e+03
1.233104394531250000e+04;1.416810798645019531e+01;4.044300781250000000e+04;2.810694694519042969e+01;1.718165516853332520e+00;7.298576660156250000e+02;1.557566284179687500e+03
1.234833203125000000e+04;1.418830871582031250e+01;4.049385546875000000e+04;2.814624977111816406e+01;1.757546544075012207e+00;7.307767333984375000e+02;1.559740478515625000e+03
1.234816894531250000e+04;1.421098518371582031e+01;4.054571093750000000e+04;2.818641662597656250e+01;1.795736193656921387e+00;7.317141113281250000e+02;1.561961914062500000e+03
1.238887597656250000e+04;1.424660491943359375e+01;4.060007812500000000e+04;2.822841453552246094e+01;1.841740489006042480e+00;7.326968383789062500e+02;1.564284179687500000e+03
1.241068652343750000e+04;1.426630401611328125e+01;4.065549218750000000e+04;2.827169990539550781e+01;1.890126585960388184e+00;7.336986694335937500e+02;1.566678222656250000e+03
1.241724023437500000e+04;1.428345489501953125e+01;4.071233593750000000e+04;2.831549453735351562e+01;1.932394146919250488e+00;7.347265625000000000e+02;1.569098144531250000e+03
1.245049316406250000e+04;1.432724666595458984e+01;4.077252734375000000e+04;2.836249351501464844e+01;1.977545738220214844e+00;7.358151245117187500e+02;1.571695800781250000e+03
1.246648242187500000e+04;1.435392093658447266e+01;4.083275000000000000e+04;2.840979003906250000e+01;2.025601387023925781e+00;7.369038085937500000e+02;1.574310302734375000e+03
1.249386230468750000e+04;1.440894412994384766e+01;4.089542187500000000e+04;2.845859527587890625e+01;2.072144985198974609e+00;7.380375976562500000e+02;1.577006103515625000e+03
1.249969824218750000e+04;1.445892810821533203e+01;4.095967968750000000e+04;2.850901794433593750e+01;2.110941886901855469e+00;7.392000122070312500e+02;1.579791992187500000e+03
1.248654199218750000e+04;1.450588607788085938e+01;4.102590625000000000e+04;2.856071853637695312e+01;2.149898052215576172e+00;7.403981933593750000e+02;1.582646972656250000e+03
1.251638574218750000e+04;1.456155967712402344e+01;4.109363281250000000e+04;2.861351203918457031e+01;2.189414978027343750e+00;7.416235961914062500e+02;1.585563964843750000e+03
1.256065429687500000e+04;1.459939956665039062e+01;4.116180468750000000e+04;2.866716766357421875e+01;2.228716850280761719e+00;7.428571166992187500e+02;1.588526611328125000e+03
1.257950488281250000e+04;1.464317512512207031e+01;4.123106640625000000e+04;2.872136116027832031e+01;2.266167879104614258e+00;7.441108398437500000e+02;1.591519287109375000e+03
